assieds toi !	sit down !
je me sens benite .	i feel blessed .
tom est paralyse .	tom s paralyzed .
etes vous fatiguees ?	are you tired ?
c est bibi !	that s me .
faites le de cette maniere .	do it this way .
laissez moi gerer ca !	let me handle it .
sont ils flics ?	are they cops ?
je dois resister .	i must resist .
je vous aime beaucoup .	i like you a lot .
tous sont morts .	everyone died .
tu vas bien ?	are you ok ?
je ne me sens pas offense .	i m not offended .
j ai ete gracie .	i was pardoned .
j ai mis la main dessus .	i nailed it .
que vous etes grandes !	how big you are !
rends la plus petite .	make it smaller .
je me rappelle en effet .	i do remember .
ou est il ?	where is it ?
nous les respectons .	we respect them .
qui dit ca ?	who says that ?
dis juste oui !	just say yes .
regarde la tele ici .	watch tv here .
est ce que tom va mourir ?	will tom die ?
mon nom est tom .	my name s tom .
tom a tire sur mary .	tom shot mary .
des tonnes de mercis !	thanks a heap .
tu m as menti .	you lied to me .
je plierai mes gaules .	i ll pack .
je ne peux pas te sauver .	i can t save you .
ils trichent .	they cheat .
ce n est pas sympa .	that isn t nice .
je t ai menti .	i lied to you .
quoi de neuf ?	what s new ?
j aime l hiver .	i like winter .
je vient de le dire a tom .	i just told tom .
j ai gagne !	i won !
apres vous .	after you .
c est la sienne .	it s his .
j ai pris peur .	i chickened out .
je l ai laisse tomber .	i let it fall .
je deteste le sable .	i hate sand .
tom l a t il achete ?	did tom buy it ?
fais attention .	take care !
je me sens impuissant .	i feel helpless .
sois de nouveau le bienvenu !	welcome back .
c est un soulagement .	that s a relief .
tu dois courir .	you must run .
vous etes une puritaine .	you re a prude .
j entendis la cloche .	i heard the bell .
je l ai termine .	i finished it .
tu es vilaine .	you are naughty .
c est grave ?	is it bad ?
utilisez votre cerveau .	use your brain .
ca l a fait .	it did the trick .
il etait tres amusant .	he was very fun .
lache le !	give him a break !
restez baisse .	stay down !
vous etes avides .	you re greedy .
deplacez vous .	get going .
tom les a vues .	tom saw them .
connais tu le massage cardiaque ?	do you know cpr ?
revenez ici !	get back here .
elle lui a donne un coup de pied .	she kicked him .
etes vous pret ?	are you ready ?
demande lui .	ask him .
ont elles dit comment ?	did they say how ?
c est un renard .	this is a fox .
j ai fait ca .	i ve done that .
il m a pincee !	he pinched me !
tom est inoffensif .	tom s harmless .
laisse moi voir ca .	let me check it .
il est harcele .	he s henpecked .
j ai grandi ici .	i grew up here .
tom a ete pique .	tom got bit .
on reste cool .	stay cool .
tom a un cheval .	tom has a horse .
qui le veut ?	who wants it ?
etes vous habillees ?	are you dressed ?
je vous ai laissees tomber .	i let you down .
je t en dois une .	i owe you one .
je suis canadienne .	i m a canadian .
tom s est fait tirer dessus .	tom was shot .
je l utilise .	i use it .
pas un geste .	stay still .
personne ne sait .	no one knows .
nous ne sommes pas vieilles .	we re not old .
ne soyez pas naive !	don t be naive .
on peut me faire confiance .	i m trustworthy .
arrete toi la .	stop there .
il fait vraiment tres froid .	it s really cold .
elle etait en train de pleurer .	she was crying .
je travaille seule .	i work alone .
parle a voix basse .	speak quietly .
souhaitez moi chance !	wish me luck .
ne me tente pas !	don t tempt me .
du changement est necessaire .	change is needed .
accompagne moi .	walk with me .
je tiens un journal .	i keep a diary .
puis je dormir ici ?	can i sleep here ?
dormez bien .	sleep tight .
je ne suis pas un heros .	i m not a hero .
laissez moi faire ca .	let me do that .
il alla faire des emplettes .	he went shopping .
etes vous seule ?	are you alone ?
comment va ta femme ?	how s your wife ?
j ai aime ca .	i liked that .
merci d arreter .	please stop .
je crois en dieu .	i believe in god .
je suis impatiente .	i m impatient .
je comprends completement .	i totally get it .
demandez a qui que ce soit !	ask anybody .
je ne suis pas naive .	i m not naive .
on m a frappe .	somebody hit me .
deplace toi .	get moving .
qui vous a frappe ?	who punched you ?
il l a refuse .	he denied it .
tom a besoin de toi .	tom needs you .
tom a dit bonjour .	tom said hi .
ne t arrete pas de creuser .	keep digging .
ils ont brule .	they burned .
fais ton choix .	make your choice .
sauve toi !	run for it !
aimez vous les miennes ?	do you like mine ?
j en savais trop .	i knew too much .
faites attention !	watch out !
depechez vous les filles !	hurry up girls .
il a file .	he disappeared .
je suis un enfant .	i m a child .
il a ete lapide .	he was stoned .
il alla faire des courses .	he went shopping .
ils sont boueux .	they are muddy .
quel est son nom ?	what s his name ?
est ce que tu vas bien ?	are you okay ?
pouvons nous y aller ?	can we go ?
tout le monde chanta .	everyone sang .
je suis le meilleur .	i m the best .
j essaye toujours .	i m still trying .
ca fait mal ici .	it hurts here .
prends le controle .	take control .
c est un mannequin .	she s a model .
fiche le camp .	get lost .
restez avec nous .	stay with us .
accordez moi une chance !	give me a chance .
vous etes hideuses .	you re horrible .
attendez !	wait .
c est tout ce que je sais .	it s all i know .
relaxe !	relax .
puis je fumer ici ?	may i smoke here ?
je me suis fait prendre .	i fell for it .
tout le monde est dehors .	everyone s out .
j ai besoin d eau .	i need water .
ce n est pas un virus .	it isn t a virus .
il fait trop sombre .	it s too dark .
j ai mal compris .	i misunderstood .
nous attaquerons .	we ll attack .
elles sont en train de danser .	they re dancing .
ce ne fut pas facile .	it wasn t easy .
je suis un touriste .	i m a tourist .
il la fit pleurer .	he made her cry .
c est terrible .	it s terrible .
je suis en train de changer de poste .	i m between jobs .
tom est bon a rien .	tom s useless .
je ne suis pas une sorciere .	i am not a witch .
tom doit partir .	tom must leave .
ne sois pas desole !	don t be sorry .
regardez autour de vous .	look around you .
je le sais bien .	i do know that .
ecartez vous .	stand aside .
tom reve .	tom is dreaming .
j entendis des voix .	i heard voices .
oui nous pouvons y aller .	yes we can go .
vous nous manquerez .	we ll miss you .
je taquine .	i m teasing .
elle a l air triste .	she seems sad .
c est bien fait .	it s well done .
essayez en !	try some .
rapprochez la .	bring it closer .
ils sont incroyables .	they re amazing .
il n y a pas de sortie .	there s no exit .
allume le ventilateur .	turn the fan on .
personne ne flancha .	no one flinched .
vous etes vous decidees ?	have you decided ?
tiens moi informe !	keep me informed .
tom est sans c ur .	tom is callous .
previens tom .	warn tom .
je paie .	i m buying .
il fait froid ici .	it s cold here .
revenez a vous !	snap out of it !
je suis surfeur .	i m a surfer .
comment ca se passe a l ecole ?	how s school ?
tom a donne sa demission .	tom s resigned .
c est le garcon .	this is the boy .
arrete de chanter .	stop singing .
ca doit partir ?	is it to go ?
c est de notre faute .	it s our fault .
j etais curieuse .	i was curious .
tu as faim ?	are you hungry ?
soyez creatifs !	be creative .
je crois tom .	i believe tom .
vous voyez ce que je veux dire ?	see what i mean ?
ce sont des bebes .	they re babies .
je ne peux pas l atteindre .	i can t reach it .
arrete de fumer .	stop smoking .
tom tua mary .	tom killed mary .
est ce qu il vous manque ?	do you miss it ?
ne meurs pas !	don t die .
je deteste cette chanson .	i hate this song .
sont elles amies ?	are they friends ?
laisse moi m en aller !	let me go .
arrete de raler .	stop grumbling .
je ne suis pas une enfant .	i m not a child .
j adore la vie .	i love life .
faites le de nouveau !	do it again !
vous avez fait ca .	you did that .
c est bizarre .	that s odd .
vous etes bons .	you re good .
tom le corrigera .	tom will fix it .
c est douteux .	that s doubtful .
le temps file .	time flies .
poussez pas le bouchon !	don t push it .
allez vous l acheter ?	will you buy it ?
ca a l air super !	it sounds great !
t inquiete pas .	never mind !
ca plait a tom .	tom likes that .
il mourut soudainement .	he died suddenly .
tu as essaye .	you ve tried .
j aide tom .	i help tom .
attache tes lacets .	tie your shoes .
bon voyage .	have a nice trip .
buvez davantage d eau !	drink more water .
je suis ton partenaire .	i m your partner .
je vous y ai vues .	i saw you there .
c est tres gros .	that s very big .
elles ont perdu a nouveau .	they lost again .
oh je suis desole .	oh i m so sorry .
branche ca .	plug this in .
ouvrez ces portes !	open these doors .
j ai peint cela .	i painted that .
promets tu ?	do you promise ?
suis les regles !	follow the rules .
est ce casse ?	is it broken ?
c est astucieux .	that s clever .
quelle emmerdeuse !	what a bore !
il nous faut decider .	we must decide .
c est etrange .	that s strange .
sois davantage flexible .	be more flexible .
j adore faire la java .	i love to party .
je suis fracasse !	i m smashed .
pouvons nous demander a tom ?	can we ask tom ?
etes vous libre ?	are you free ?
je pleure facilement .	i cry easily .
c est agacant .	it s annoying .
tu travailles dur .	you work hard .
est ce que vous etes en train de gagner ?	are you winning ?
c est un fait .	that s a fact .
tu peux te joindre .	you can come .
je suis alite .	i m in bed .
dort il ?	is he sleeping ?
ils ont dit oui .	they said yes .
est ce serieux ?	is it serious ?
vous irez loin .	you ll go far .
est ce fatal ?	is it fatal ?
tout le monde l a vu .	everyone saw it .
prends un bain !	take a bath .
nous devons aider .	we must help .
j ai promis a tom .	i promised tom .
est ce veritable ?	is it genuine ?
c est clair .	that s clear .
tom est en train de perdre .	tom is losing .
t es bon .	you re good .
elles etaient occupees .	they were busy .
tu es une egoiste .	you re a pig .
prends les commandes .	take control .
j ai des nouvelles .	i have news .
vous etes tellement difficiles !	you re so picky .
que pourrais je faire ?	what could i do ?
prenez le .	take it .
je crie beaucoup .	i scream a lot .
prenez vos jambes a vos cous !	run .
nul n aime la guerre .	no one likes war .
nous partons demain .	we go tomorrow .
est ce que c est a toi ?	is this yours ?
je me suis amuse .	i have had fun .
ont elles dit pourquoi ?	did they say why ?
j aime ce costume .	i love that suit .
nous savions cela .	we knew that .
penses y .	think about it .
fumes tu ?	do you smoke ?
cela a t il de l importance ?	does that count ?
j aime le printemps .	i like spring .
je suis dans la maison .	i m at home .
ne sommes nous pas chanceuses ?	aren t we lucky ?
tom est perdu .	tom is lost .
je suis presque prete .	i m about ready .
j aime les surprises .	i like surprises .
je paierai le double .	i ll pay double .
en as tu termine ?	are you finished ?
comment oses tu !	how dare you !
je m embete simplement .	i m just bored .
je te meprise .	i despise you .
est ce la votre voiture ?	is that your car ?
tom est un porc !	tom is a pig !
tom peut rester .	tom can stay .
qu allez vous manger ?	what ll you eat ?
la connaissez vous ?	do you know her ?
qui a telephone ?	who phoned ?
trouve moi un avocat !	get me a lawyer .
j ajoutais de l eau .	i added water .
prenez de la pizza .	have some pizza .
trace un cercle !	draw a circle .
faites venir tom .	send tom over .
laisse tomber .	forget it .
je suis sidere .	i m stunned .
j ai une voiture neuve .	i have a new car .
je suis pleine de ressources .	i m resourceful .
faites un bon voyage !	enjoy your trip .
je marche toujours .	i always walk .
je prendrai une biere .	i ll take a beer .
je ne rougis pas !	i m not blushing !
il les aime .	he loves them .
ca s ameliore .	it gets better .
nous n y allons pas .	we re not going .
je ferais mieux d y aller .	i d better go .
rentre chez toi .	go home .
etes vous assure ?	are you insured ?
tu iras loin .	you ll go far .
qu est ceci ?	what is this ?
je serais reconnaissante .	i d be grateful .
comme c est tragique !	how tragic !
c est si stupide .	it s so stupid .
a lundi !	see you monday .
t es decontracte .	you re cool .
allez vous changer !	go get changed .
degage !	get away !
elles savaient toutes .	they all knew .
je serais prudente .	i d be careful .
demande a n importe qui .	ask anyone .
tom n est pas debile .	tom is not dumb .
choisis un nombre !	pick a number .
je plaide coupable .	i plead guilty .
tu as l air de t ennuyer .	you look bored .
c est simple .	that s easy .
ce n est pas la mienne .	it s not mine .
parle lentement .	talk slowly .
j ai echoue .	i have failed .
il me fallait cesser .	i had to stop .
on va le trouver .	we ll find it .
pratiquez vous le recyclage ?	do you recycle ?
assieds toi ici .	sit here .
je crois en toi .	i believe in you .
comme c est vraiment curieux !	how very curious !
etes vous nerveux ?	are you nervous ?
vraiment ?	really ?
l avez vous vu ?	did you see it ?
j ai prepare a dejeuner .	i made dinner .
tom est assis .	tom is sitting .
je suis rationnel .	i m rational .
ma voiture est rouge .	my car is red .
il le trouva .	he found it .
il y a trop de lumiere .	it s too bright .
tu es bizarre .	you re weird .
j ai dit de la fermer !	i said shut up !
j ai ete degoute .	i was disgusted .
